,INPUT 1- Gender,INPUT 2- Age,Current Studying,Percentage Marks,Foreign Languages Known,Dont want to be?,Hobbies,PARAM 1,PARAM 2,PARAM 3,PARAM 4,PARAM 5,PARAM 6,PARAM 7,PARAM 8,PARAM 9,PARAM 10,PARAM 11,PARAM 12,PARAM 13,PARAM 14,PARAM 15,PARAM 16,OUTPUT 1,OUTPUT 2,OUTPUT 3,OUTPUT 4,OUTPUT 5,OUTPUT 6,OUTPUT 7,OUTPUT 8,OUTPUT 9,OUTPUT 10,OUTPUT 11,OUTPUT 12,OUTPUT 13,OUTPUT 14,OUTPUT 15,OUTPUT 16,OUTPUT 17,OUTPUT 18,OUTPUT 19,OUTPUT 20,OUTPUT 35,OUTPUT 36,OUTPUT 37,OUTPUT 38,OUTPUT 39,OUTPUT 40,OUTPUT 41,OUTPUT 21,OUTPUT 22,OUTPUT 23,OUTPUT 24,OUTPUT 25,OUTPUT 26,OUTPUT 27,OUTPUT 28,OUTPUT 29,OUTPUT 30,OUTPUT 31,OUTPUT 32,OUTPUT 33,OUTPUT 34,OUTPUT 42,OUTPUT 43,OUTPUT 44,OUTPUT 45,OUTPUT 46,OUTPUT 47,OUTPUT 48,OUTPUT 49,OUTPUT 50,OUTPUT 51,OUTPUT 52,OUTPUT 53,OUTPUT 54,OUTPUT 55,OUTPUT 56,OUTPUT 57,,,,,,,,,,,,,,,
2273,Female,18.1,FY BALLB,77% IN 12th standard,-,"DOCTOR, ENGINEER","READING, WRITING, MUSIC, SOCIAL/POLITICAL ISSUES",77,66,66,55,28,20,120,10,30,50,70,60,0,60,40,0,0.19,0.36,,0.18,0.37,0.22,0.08,0.26,0.2,0.35,,0.28,0.18,,0.17,0.2,0.18,,,0.43,,,,0.14,,0.44,,0.41,0.51,0.48,0.45,0.13,0.31,0.1,0.46,0.11,0.11,0.43,0.29,0.11,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,Female,14.1,I AM IN STD.9,85%,,DOCTOR,"MATHS,PHYSICS",88,44,33,66,100,20,40,40,40,100,80,55,0,60,20,0,0.32,0.54,,,0.33,,0.24,0.19,0.35,0.37,0.2,0.41,0.36,,0.28,0.49,0.25,,,0.35,,,,,,0.35,,0.51,0.44,0.62,0.49,0.38,0.47,0.37,0.32,0.36,0.32,0.51,0.34,0.37,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,Male,17.1,12th,84.7,,,"COMPUTER,SWIMMING,TABLA,SOCIAL ACTIVITIES .",100,66,33,44,100,100,60,30,40,10,80,30,0,60,20,0,0.2,0.47,,0.11,0.14,0.38,0.15,0.13,0.15,0.36,,0.35,0.1,,0.32,0.41,0.11,,,0.28,,,,0.26,,0.13,,0.39,0.36,0.39,0.41,0.46,0.47,0.48,0.32,0.57,0.56,0.4,0.31,0.49,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,Male,24.5,Preparing for civil services,58%,,lawyer,"playing cricket, poems reading, trekking",55,22,55,22,42,80,100,30,20,60,90,45,60,40,20,0,0.1,0.41,0.14,0.22,0.16,0.19,0.28,0.09,0.11,0.23,,0.24,0.26,0.07,0.22,0.14,0.22,,0.13,0.21,0.13,0.21,0.22,0.26,0.27,,,0.18,0.27,0.22,0.31,0.41,0.13,0.41,0.22,0.36,0.39,0.17,0.15,0.42,0.15,0.84,0.84,0.84,0.84,1.02,0.86,0.86,1.22,1.22,1.22,1.22,1.44,1.44,1.44,1.44,1.44,,,,,,,,,,,,,,,
2277,Male,16.9,"JEE ,12th HSC Board ,Bitsat",88.6% 10th Board,French,,"Musical Instruments (Tabala) ,Trekking ,Reading.",22,55,55,22,71,80,100,20,30,40,70,55,60,40,80,0,0.15,0.32,0.02,0.28,0.04,0.37,0.17,0.15,0.14,0.21,0.11,0.26,0.11,0.27,0.38,0.22,0.28,,0.07,0.16,,,,,,,,0.25,0.24,0.15,0.24,0.37,0.28,0.36,0.34,0.42,0.44,0.26,0.16,0.35,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,Male,27.3,SYBA,50 %,NO,Advocate....,I adore to play badminton and swim.....,55,55,33,66,85,80,60,40,30,50,80,20,40,60,20,0,0.15,0.33,0.23,0.11,0.17,0.17,0.05,0.11,0.15,0.19,,0.28,0.1,0.21,0.2,0.26,0.11,,0.24,0.21,0.06,0.24,0.26,0.13,0.18,,,0.45,0.32,0.38,0.41,0.35,0.53,0.36,0.38,0.43,0.39,0.43,0.29,0.41,0.35,1.2,1.2,1.6,1.6,1.6,0.47,1.03,1.35,1.35,1.35,1.35,1.24,1.24,1.24,1.24,1.24,,,,,,,,,,,,,,,
2279,Female,20.4,Engineering,,German,,"Software, Activism, Reading, Music",22,88,22,33,71,60,20,40,50,80,90,95,80,60,40,0,0.24,0.23,,0.27,0.04,0.41,0.16,0.15,0.24,0.12,,0.3,0.11,0.39,0.33,0.33,0.27,,0.38,0.15,,,,0.2,0.34,0.11,,0.45,0.23,0.17,0.15,0.43,0.46,0.43,0.31,0.52,0.52,0.36,0.29,0.39,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,Male,15,10 standard,90%,,Teacher,I am an avid trekker and I play tennis,33,55,33,55,42,40,120,20,20,90,70,75,20,40,80,0,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.36,0.41,0.41,,,,,,,,0.46,0.28,0.3,0.21,0.25,0.42,0.23,0.32,0.27,0.24,0.39,0.27,0.26,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,Female,15,10,,,,,33,55,55,66,57,40,80,40,20,70,70,30,20,80,100,0,0.27,0.34,,,0.24,,0.06,0.29,0.27,0.28,0.12,0.34,0.16,,0.32,0.18,0.28,,,0.25,,,,,,0.35,,0.4,0.35,0.34,0.35,0.16,0.37,0.16,0.46,0.17,0.15,0.41,0.19,0.18,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,Female,13.11,class 9,91,French,Engineer,"Areas of interest- Languages. Hobbies: Reading , writing",22,88,55,44,28,60,80,40,20,70,90,95,60,40,20,0,0.37,0.31,,,0.21,,0.15,0.29,0.35,0.23,0.21,0.35,0.18,,0.36,0.19,0.36,,,0.24,,,,,,0.28,,0.34,0.29,0.12,0.2,0.25,0.28,0.23,0.41,0.28,0.31,0.28,0.22,0.23,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,Male,51.6,,,,,,11,55,33,11,42,40,60,40,30,70,80,80,60,60,60,0,0.21,0.19,0.1,0.3,0.12,0.35,0.16,0.12,0.22,0.08,0.12,0.24,0.09,0.27,0.36,0.23,0.3,0.32,0.4,0.17,,,,,,,,0.37,0.21,0.2,0.09,0.38,0.32,0.38,0.21,0.44,0.44,0.3,0.22,0.32,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,Male,20.7,Neuroscience BSA ,GPA: 3.86,Spanish (semi-fluent),,Automobiles ,88,44,66,33,28,60,40,50,30,60,80,85,40,60,40,0,0.17,0.44,0.12,0.25,0.24,0.24,0.26,0.15,0.16,0.36,0.22,0.25,0.27,0.15,0.19,0.3,0.25,0.34,0.28,0.27,,,,,,,,0.23,0.37,0.29,0.39,0.35,0.13,0.32,0.28,0.29,0.32,0.21,0.23,0.32,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,Male,20.7,,,,,,55,55,66,33,28,80,100,0,50,60,80,80,20,100,40,0,0.13,0.38,0.12,0.18,0.21,0.34,0.18,0.17,0.12,0.26,0.14,0.25,0.13,0.29,0.2,0.2,0.18,0.32,0.32,0.34,,,,,,,,0.27,0.35,0.21,0.32,0.3,0.21,0.28,0.35,0.32,0.34,0.23,0.22,0.29,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,Male,15.8,Standard X,80,No,Doctor,"Mountain Biking, animals, nature",88,77,55,77,57,40,40,20,60,50,90,60,60,20,60,0,0.22,0.37,,0.13,0.31,0.26,0.1,0.28,0.21,0.39,,0.38,0.17,,0.16,0.33,0.13,,,0.41,,,,0.15,,0.4,,0.47,0.53,0.53,0.54,0.15,0.43,0.14,0.52,0.17,0.15,0.5,0.33,0.16,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,Male,19.11,Public Health/ Pre-Med,4.0,,,,22,33,66,22,71,100,100,30,20,40,90,95,20,40,20,0,0.11,0.42,0.01,0.39,0.04,0.26,0.3,0.1,0.1,0.22,0.23,0.3,0.31,0.15,0.35,0.26,0.39,0.24,0.27,0.14,,,,,,,,0.16,0.21,0.13,0.26,0.47,0.19,0.44,0.28,0.43,0.45,0.17,0.13,0.47,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,Male,21.5,UPSC CSE,7.42 CGPA,No,,"Social Innovation Study
Elocution & Debate
Social Work
Reaserch In Intigrated Rural Development( interest)
Music 
Traveling
Movies",66,66,55,66,14,60,80,40,20,80,80,45,60,100,60,0,0.18,0.33,0.36,0.13,0.32,0.19,0.04,0.16,0.17,0.24,,0.23,0.12,0.27,0.12,0.16,0.13,,0.2,0.3,0,0.32,0.31,0.11,0.19,,,0.38,0.4,0.3,0.4,0.13,0.3,0.12,0.44,0.13,0.15,0.33,0.26,0.18,0.39,1.34,1.34,1.34,1.34,1.34,0.39,0.82,1.04,1.14,1.14,1.14,0.88,1.56,1.56,1.56,1.56,,,,,,,,,,,,,,,
2289,Female,22.7,BA.LLB (Hons.),7.8/10,French A2,Mediocre,"Basketball, Adventure Sports, Trekking, Travelling, Reading",77,77,33,44,42,40,20,50,40,20,80,95,40,40,60,0,0.18,0.21,0.18,0.16,0.18,0.3,0.1,0.14,0.18,0.21,,0.23,0.11,0.32,0.19,0.28,0.16,,0.22,0.22,0.09,0.34,0.35,0.13,0.21,,,0.43,0.4,0.39,0.28,0.32,0.37,0.31,0.29,0.37,0.36,0.4,0.35,0.28,0.31,1.28,1.28,1.28,1.28,1.28,0.48,1.28,1.38,1.38,1.38,1.38,0.86,1.5,1.5,1.5,1.5,,,,,,,,,,,,,,,
2290,Male,54.4,,,,,"Astrology, Carrom and Bridge",77,44,55,44,42,80,40,20,60,0,70,50,0,0,0,0,0.17,0.36,0.09,0.14,0.16,0.17,0.22,0.12,0.1,0.24,,0.18,0.19,0.19,0.14,0.18,0.14,0.21,0.13,0.25,0.11,0.16,0.27,0.22,0.19,,0.19,0.23,0.33,0.28,0.37,0.35,0.16,0.34,0.28,0.32,0.34,0.22,0.19,0.37,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,Male,15.6,Xth,,,Doctor,"Sports, Writing, Reading",77,55,100,100,85,40,60,0,70,30,80,45,60,80,100,0,0.16,0.4,,0.14,0.32,0.2,0.1,0.33,0.13,0.44,,0.39,0.19,,0.16,0.34,0.14,,,0.46,,,,0.18,,0.48,,0.44,0.58,0.58,0.67,0.18,0.45,0.16,0.63,0.18,0.13,0.51,0.32,0.19,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,Male,41.11,,,,,Writing- I have my own blogs in English and Marathi,33,88,33,88,57,20,80,60,0,0,80,75,0,0,0,0,0.29,0.16,0.2,0.21,0.16,0.19,0.02,0.15,0.2,0.12,,0.24,0.14,0.2,0.22,0.18,0.21,0.21,0.29,0.11,0.32,0.21,0.26,0.03,0.15,,0.1,0.56,0.38,0.41,0.29,0.23,0.56,0.23,0.47,0.28,0.25,0.54,0.33,0.23,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,Female,48.11,,,,,,22,55,100,11,100,100,60,70,0,0,80,70,0,0,0,0,0.23,0.23,0.01,0.23,0.01,0.29,0.11,0.1,0.1,0.24,,0.22,0.06,0.25,0.29,0.29,0.23,0.11,0.17,0.02,0.08,0.24,0.21,0.16,0.21,,0.17,0.23,0.29,0.17,0.35,0.44,0.3,0.41,0.44,0.49,0.48,0.25,0.16,0.4,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,Male,19.1,Bsc Economics,,learning French,Engineer,,0,66,44,44,42,80,80,40,20,60,90,85,0,20,20,0,0.29,0.4,0.17,0.48,0.18,0.51,0.17,,,0.09,,0.43,0.21,,0.5,,0.48,,,0.26,0,,,,,,,0.35,0.19,0.1,0.12,0.37,0.34,0.36,0.28,0.42,0.43,0.25,0.22,0.37,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,Male,15,,,,,Engineering,44,22,55,33,14,20,40,20,60,40,80,45,40,60,60,0,0.12,0.34,0.15,0.29,0.19,0.19,0.35,0.18,0.15,0.2,0.24,0.24,0.29,0.09,0.22,0.11,0.29,0.21,0.09,0.29,,,,,,,,0.21,0.26,0.24,0.17,0.29,0.08,0.29,0.21,0.21,0.24,0.23,0.11,0.26,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,Female,19.11,Actuarial Science and Finance,3.67/4 GPA,,,,55,22,33,11,57,100,80,40,20,80,80,75,40,80,80,0,0.15,0.51,0.01,0.29,0.1,0.27,0.34,0.04,0.15,0.21,0.23,0.26,0.3,0.11,0.3,0.34,0.29,0.34,0.35,0.18,,,,,,,,0.26,0.2,0.23,0.25,0.57,0.26,0.57,0.12,0.57,0.58,0.2,0.21,0.59,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,Male,41.9,,,,,,88,66,66,77,71,80,60,20,50,0,70,65,0,0,0,0,0.2,0.33,0.18,0.11,0.2,0.18,0.06,0.16,0.11,0.28,,0.22,0.12,0.22,0.12,0.27,0.11,0.23,0.18,0.27,0.22,0.12,0.25,0.13,0.12,,0.17,0.4,0.49,0.43,0.57,0.23,0.42,0.21,0.53,0.25,0.24,0.42,0.32,0.28,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,Female,16.11,"Physics, Chemistry, Maths",60%,,An average 9-5 office-going person,"Languages, Writing",33,88,88,88,0,0,40,30,50,70,90,80,80,40,40,0,0.24,0.24,,0.27,0.41,0.29,0.08,0.35,0.25,0.25,,0.34,0.2,,0.15,0.15,0.27,,,0.41,,,,0.11,,0.62,,0.46,0.49,0.37,0.35,0.05,0.33,0.02,0.59,0.01,0.02,0.44,0.27,0.02,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,Male,13.2,The Bishops School Camp ,70 ,German sanskrit,no ,Sports Cooking Martial Arts ,66,33,66,55,42,40,80,20,40,60,80,70,0,60,20,0,0.23,0.52,,,0.41,,0.28,0.24,0.25,0.37,0.24,0.35,0.4,,0.19,0.26,0.3,,,0.42,,,,,,0.45,,0.31,0.42,0.43,0.45,0.23,0.23,0.2,0.36,0.14,0.12,0.33,0.23,0.24,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,Male,56,,,,,,66,44,66,22,42,60,80,50,10,0,80,80,0,0,0,0,0.21,0.31,0.08,0.2,0.15,0.19,0.21,0.1,0.12,0.25,,0.19,0.2,0.18,0.19,0.23,0.2,0.18,0.13,0.17,0.12,0.18,0.31,0.18,0.22,,0.19,0.21,0.33,0.25,0.35,0.37,0.14,0.36,0.27,0.33,0.36,0.2,0.2,0.34,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,Male,15.2,Std. 10,78% in 9th,,"Doctor, any sort of physical labour","Programming, Computers, Video Games, Playing the synthesizer, reading",55,66,44,100,57,40,20,20,70,100,80,90,20,40,40,0,0.35,0.42,,,0.42,,0.1,0.25,0.36,0.24,0.17,0.4,0.23,,0.19,0.46,0.21,,,0.45,,,,,,0.53,,0.56,0.44,0.49,0.43,0.23,0.53,0.22,0.46,0.25,0.22,0.51,0.37,0.25,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,Male,16.3,BMCC COMMERCE FYJC,93.8% in SSC 10th,German,Doctor or engineer,Finance. Accounts. Business. ,44,55,44,44,71,80,100,20,30,70,70,35,20,20,40,0,0.17,0.41,,0.24,0.06,0.35,0.15,0.13,0.19,0.18,,0.3,0.13,,0.37,0.25,0.24,,,0.19,,,,0.25,,0.14,,0.36,0.2,0.17,0.19,0.4,0.37,0.41,0.28,0.48,0.47,0.31,0.2,0.42,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,Male,14.9,9th ICSE,95%,Basics of French,Undecided,"Tabla, Basketball, Reading, Writing",33,11,0,22,100,100,80,30,30,100,60,90,0,60,40,0,0.27,0.64,,,0.07,,0.44,0.06,0.3,0.2,0.41,0.3,0.43,,0.51,0.45,0.48,,,0.16,,,,,,0.1,,0.32,0.11,0.18,0.18,0.67,0.39,0.68,0.12,0.68,0.68,0.26,0.2,0.69,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,Female,14.11,High school ,,,,"Economics, Finance, Volleyball, Viola",44,55,44,22,71,80,60,60,10,100,90,70,20,0,20,0,0.24,0.35,0.01,0.26,0.04,0.36,0.14,0.08,0.22,0.18,0.09,0.3,0.1,0.27,0.35,0.3,0.26,0.37,0.36,0.05,,,,,,,,0.36,0.2,0.16,0.17,0.45,0.36,0.44,0.25,0.52,0.52,0.29,0.21,0.43,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,Female,15,10th grade,75%,No,Vet,Reading,77,55,33,66,42,40,100,10,40,70,80,70,60,60,40,0,0.36,0.36,,0.36,0.36,0.36,0.36,0.36,0.36,0.36,,0.36,0.36,0.36,0.36,0.36,0.36,,0.36,0.37,,,,0.4,0.4,0.4,,0.49,0.41,0.47,0.38,0.24,0.44,0.23,0.35,0.26,0.23,0.44,0.34,0.26,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,Female,17.5,12 th Std Arts,89,German ,An engineer or a doctor and I don't like 9-5 jobs ,"Psychology, Economics, Filmmaking",66,77,33,100,85,100,160,20,0,40,90,85,0,40,20,0,0.19,0.5,,0.24,0.31,0.29,0.03,0.15,0.18,0.27,,0.42,0.27,,0.3,0.36,0.24,,,0.35,,,,0.16,,0.41,,0.51,0.41,0.43,0.49,0.35,0.62,0.35,0.49,0.43,0.39,0.49,0.39,0.43,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,Male,17.8,12 th std. science stream,94,,"Agriculture, Metallurgy, Medicine",Physics,66,77,44,77,71,40,40,60,20,100,80,85,0,20,20,0,0.28,0.36,,0.22,0.28,0.27,0.04,0.2,0.3,0.28,,0.36,0.19,,0.23,0.35,0.22,,,0.23,,,,0.08,,0.35,,0.56,0.45,0.5,0.43,0.25,0.53,0.23,0.44,0.29,0.25,0.52,0.38,0.25,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,Female,48.1,working,,Spanish,,"Meeting people 
Singing",33,55,88,33,57,40,80,40,20,0,80,65,0,0,0,0,0.22,0.17,0.02,0.2,0.04,0.24,0.1,0.15,0.12,0.21,,0.21,0.09,0.18,0.23,0.23,0.2,0.13,0.17,0.1,0.13,0.22,0.21,0.13,0.19,,0.18,0.29,0.35,0.26,0.29,0.27,0.25,0.25,0.41,0.28,0.28,0.31,0.18,0.21,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,Female,15.9,10th,60%,,Doctor,"Drawing, Art, Sport, Reading",11,44,55,22,14,20,80,30,30,30,80,35,80,100,100,0,0.21,0.3,,,0.25,,0.35,0.22,0.24,0.17,0.29,0.28,0.29,,0.36,0.12,0.39,,,0.28,,,,,,0.3,,0.21,0.24,0.21,0.15,0.28,0.09,0.28,0.23,0.23,0.26,0.21,0.1,0.23,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,Male,37.3,,,,,"Making new friends , Communications with peoples , Playing badminton , Cricket , chess ",88,44,66,55,14,80,20,60,30,0,90,0,0,0,0,0,0.23,0.37,0.24,0.11,0.29,0.07,0.14,0.12,0.11,0.27,,0.22,0.17,0.22,0.08,0.18,0.11,0.23,0.14,0.22,0.23,0.11,0.25,0.15,0.15,,0.18,0.24,0.37,0.31,0.45,0.2,0.18,0.2,0.35,0.16,0.16,0.23,0.18,0.29,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,Female,24.7,Masters,3.45,,"Non-ambitious person, unempathetic person","Arts: Singing, dancing, drama, elocution, debate.",88,88,55,55,0,40,40,80,0,30,70,75,60,80,80,0,0.25,0.26,0.32,0.18,0.39,0.26,0.04,0.2,0.22,0.34,0.09,0.22,0.14,0.4,0.13,0.32,0.18,0.36,0.31,0.28,,,,,,,,0.4,0.51,0.41,0.41,0.08,0.3,0.05,0.46,0.07,0.07,0.4,0.32,0.08,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,Male,29.9,,50.75,,mediocre,socialising. not avle to figure out any more things which i really like till now.,88,77,77,77,28,40,60,40,30,0,60,45,0,0,0,0,0.22,0.24,0.26,0.1,0.29,0.17,0.04,0.18,0.14,0.28,,0.18,0.11,0.17,0.09,0.22,0.1,0.24,0.18,0.28,0.37,0.1,0.23,0.07,0.11,,0.16,0.43,0.55,0.49,0.53,0.1,0.36,0.08,0.55,0.1,0.08,0.44,0.31,0.11,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,Female,14.4,9th CBSE,92,German,,"Classical dance, drawing",33,77,77,22,0,60,60,30,40,90,70,50,80,80,80,0,0.3,0.35,,,0.3,,0.2,0.26,0.28,0.25,0.27,0.24,0.1,,0.29,0.15,0.27,,,0.3,,,,,,0.33,,0.28,0.27,0.07,0.18,0.23,0.17,0.22,0.38,0.25,0.29,0.2,0.16,0.2,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,Male,15.11,10 th std,60 %,German, Chartered Accountant in Commerce field,"Drawing , Tabla playing",77,22,55,33,71,80,80,30,30,70,80,35,0,40,60,0,0.2,0.65,,,0.19,,0.39,0.15,0.2,0.42,0.37,0.35,0.37,,0.32,0.32,0.28,,,0.28,,,,,,0.13,,0.23,0.32,0.31,0.41,0.43,0.19,0.43,0.25,0.4,0.41,0.24,0.17,0.45,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,Female,15.1,10th Grade,64%,French,Technical professions ,"Cooking, Dancing, Beautification of hair,nail,skin, Painting, Singing,etc.",33,33,100,33,0,40,60,40,30,70,80,55,60,100,80,0,0.27,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,0.34,,0.18,0.3,0.17,0.23,0.25,0.04,0.23,0.31,0.17,0.18,0.15,0.11,0.22,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,Male,35,,,,,,44,33,44,44,85,40,80,30,30,0,70,70,0,0,0,0,0.19,0.27,0.02,0.24,0.03,0.14,0.21,0.09,0.13,0.13,,0.21,0.23,0.14,0.26,0.18,0.24,0.16,0.2,0.11,0.06,0.26,0.3,0.18,0.2,,0.17,0.33,0.23,0.32,0.22,0.45,0.32,0.45,0.21,0.44,0.41,0.34,0.2,0.42,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,Female,17.4,HSC,85%,,,"Drawing,Painting,Paper Quiling, Craft",33,22,77,22,42,80,20,80,10,40,90,20,0,40,60,0,0.23,0.58,0.15,0.45,0.19,0.34,0.45,,,0.4,,0.41,0.37,,0.43,,0.45,,,0.14,0,,,,,,,0.13,0.2,0.11,0.24,0.39,0.12,0.39,0.26,0.35,0.37,0.14,0.07,0.41,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,Male,37,Completed M.B.A.,1st class,,Sales department,"Cooking, travelling, reading",0,100,88,11,14,60,160,20,0,0,90,35,0,0,0,0,0.24,0.15,0.11,0.2,0.13,0.33,0.12,0.13,0.12,0.12,,0.19,0.08,0.26,0.25,0.13,0.2,0.15,0.21,0.17,0.29,0.22,0.14,0.15,0.22,,0.18,0.27,0.28,0.05,0.19,0.24,0.21,0.23,0.44,0.29,0.32,0.2,0.16,0.19,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,Female,14.7,9 std,,no,doctor,design and psychology,33,66,55,44,14,40,60,60,10,100,80,25,60,80,80,0,0.34,0.3,,,0.25,,0.13,0.27,0.33,0.25,0.16,0.3,0.11,,0.32,0.09,0.28,,,0.18,,,,,,0.3,,0.35,0.29,0.2,0.17,0.17,0.2,0.17,0.35,0.19,0.21,0.28,0.15,0.16,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,Male,24.6,Civil Services Exams Preparation,,,Any clerical job,"Administration, Management, Politics, and Social work",77,100,44,88,85,20,40,30,50,70,80,55,0,20,0,0,0.21,0.24,0.3,0.1,0.22,0.23,0.06,0.2,0.21,0.23,,0.29,0.13,0.36,0.17,0.3,0.1,,0.3,0.28,0.06,0.37,0.38,0.08,0.18,,,0.63,0.52,0.61,0.5,0.25,0.62,0.24,0.52,0.31,0.27,0.63,0.41,0.23,0.56,1.52,1.52,1.62,1.62,1.62,0.56,1.47,1.47,1.47,1.47,1.47,0.7,1.76,1.76,1.76,1.76,,,,,,,,,,,,,,,
2321,Female,20.11,msc part 1 clinical psychology,66.14,german a1 level ,i do not  want to do anything which includes a desk job in future . ,theater related activities.,44,55,66,11,0,0,60,40,30,10,80,40,100,80,80,0,0.22,0.22,0.21,0.29,0.27,0.46,0.22,0.27,,0.3,,,0.08,,0.34,,0.29,,,0.31,0.54,,,,,,,0.26,0.33,0.25,0.16,0.22,0.14,0.21,0.3,0.22,0.26,0.29,0.15,0.13,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,Male,14.6,9th grade,86,,engineer,"Singing, searching deep into a certain interested topic",33,44,55,77,85,40,100,40,10,70,50,75,60,20,20,0,0.29,0.44,,,0.28,,0.21,0.26,0.3,0.31,0.17,0.31,0.42,,0.37,0.28,0.43,,,0.24,,,,,,0.37,,0.37,0.35,0.4,0.41,0.28,0.37,0.25,0.43,0.22,0.19,0.41,0.21,0.28,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,Female,20.9,Bcom Graduate,83%,,CS or CA,"Singing, Dancing",44,33,55,22,0,40,80,40,20,40,90,20,40,60,40,0,0.18,0.41,0.2,0.34,0.32,0.25,0.38,0.18,0.19,0.26,0.19,0.31,0.35,,0.32,,0.34,,,0.29,,,,,,,,0.18,0.23,0.17,0.15,0.27,0.07,0.28,0.2,0.22,0.25,0.18,0.08,0.26,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,Male,15,10th,55%,,,"violin,cycling",44,55,33,44,57,40,40,70,10,100,90,35,20,60,40,0,0.36,0.33,,,0.09,,0.13,0.19,0.36,0.23,0.15,0.38,0.11,,0.4,0.26,0.28,,,0.07,,,,,,0.11,,0.44,0.25,0.28,0.17,0.34,0.37,0.35,0.27,0.41,0.39,0.37,0.22,0.32,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,Female,15.3,Class 10,A,,,"drawing, painting,gardening",66,33,55,22,28,60,60,50,20,30,90,75,0,80,60,0,0.25,0.51,,,0.29,,0.37,0.16,0.25,0.37,0.32,0.33,0.35,,0.29,0.25,0.34,,,0.3,,,,,,0.24,,0.18,0.31,0.24,0.32,0.38,0.12,0.36,0.23,0.32,0.36,0.19,0.19,0.36,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
